
Host: sv1-c724

Timers On : Tue Mar 17 08:36:28 2026
Timers Off: Tue Mar 17 08:36:35 2026

Wall Time:        7.18 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Timers Off: Tue Mar 17 13:29:05 2026

Wall Time:      133.71 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.009w      3 calls
DFH: initialize()                   :      0.067u      0.033s      0.056w      1 calls
DFH: AO Construction                :      0.017u      0.000s      0.021w      1 calls
DFH: AO-Met. Contraction            :      0.017u      0.017s      0.009w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.067u      0.000s      0.037w      1 calls
SAD Guess                           :      0.067u      0.000s      0.036w      1 calls
HF: Form G                          :      0.033u      0.000s      0.016w      9 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      9 calls
JK: JK                              :      0.033u      0.000s      0.016w      9 calls
DFH: compute_JK()                   :      0.033u      0.000s      0.015w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.000u      0.000s      0.003w      9 calls
DFH: compute_K                      :      0.033u      0.000s      0.012w      9 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.033u      0.000s      0.026w      8 calls
HF: Form C                          :      0.000u      0.000s      0.005w      8 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.005w      1 calls
DFH: initialize()                   :      0.067u      0.033s      0.056w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.004w      2 calls
| DFH: AO Construction              :      0.017u      0.000s      0.021w      1 calls
| DFH: AO-Met. Contraction          :      0.017u      0.017s      0.009w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.067u      0.000s      0.037w      1 calls
| SAD Guess                         :      0.067u      0.000s      0.036w      1 calls
HF: Form G                          :      0.033u      0.000s      0.016w      9 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      9 calls
| JK: JK                            :      0.033u      0.000s      0.016w      9 calls
| | DFH: compute_JK()               :      0.033u      0.000s      0.015w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.003w      9 calls
| | | DFH: compute_K                :      0.033u      0.000s      0.012w      9 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.033u      0.000s      0.026w      8 calls
HF: Form C                          :      0.000u      0.000s      0.005w      8 calls

**************************************************************************************

Host: sv1-c724

Timers On : Tue Mar 17 13:35:18 2026
Timers Off: Tue Mar 17 13:35:21 2026

Wall Time:        2.49 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.067u      0.000s      0.035w      5 calls
Libint2ERI::Libint2ERI              :      0.100u      0.017s      0.062w     35 calls
DFH: initialize()                   :      0.083u      0.017s      0.070w      5 calls
DFH: AO Construction                :      0.000u      0.000s      0.014w      5 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.002w      5 calls
HF: Form core H                     :      0.017u      0.000s      0.007w      5 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      5 calls
HF: Guess                           :      0.067u      0.000s      0.040w      5 calls
SAD Guess                           :      0.067u      0.000s      0.038w      1 calls
HF: Form G                          :      0.000u      0.000s      0.009w     48 calls
JK: D                               :      0.000u      0.000s      0.000w     48 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     48 calls
JK: JK                              :      0.000u      0.000s      0.008w     48 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.007w     48 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     48 calls
DFH: compute_J                      :      0.000u      0.000s      0.002w     48 calls
DFH: compute_K                      :      0.000u      0.000s      0.004w     48 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     48 calls
HF: Form F                          :      0.000u      0.000s      0.000w     48 calls
HF: Form D                          :      0.000u      0.000s      0.000w     48 calls
HF: DIIS                            :      0.133u      0.033s      0.124w     47 calls
HF: Form C                          :      0.017u      0.000s      0.017w     47 calls
Grad: V T Perturb                   :      0.017u      0.000s      0.002w      5 calls
Grad: S                             :      0.000u      0.000s      0.001w      5 calls
Grad: JK                            :      0.267u      0.000s      0.169w      5 calls
JKGrad: Amn                         :      0.033u      0.000s      0.039w      5 calls
JKGrad: Awmn                        :      0.000u      0.000s      0.000w      5 calls
JKGrad: AB                          :      0.067u      0.000s      0.031w      5 calls
JKGrad: UV                          :      0.000u      0.000s      0.001w      5 calls
JKGrad: ABx                         :      0.033u      0.000s      0.015w      5 calls
JKGrad: Amnx                        :      0.117u      0.000s      0.067w      5 calls
Grad: XC                            :      0.000u      0.000s      0.000w      5 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.067u      0.000s      0.035w      5 calls
